Name	Rank	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Intensity F01_Fraction1	Intensity F01_Fraction2	Intensity F01_Fraction3	Intensity F01_Fraction4	Intensity F02_FractionCyto	Intensity F02_FractionEnv	Intensity F04	Intensity F05	Intensity F06	Intensity F07_Fraction1	Intensity F07_Fraction2	Intensity F07_Fraction3	Intensity F07_Fraction4
Streptococcus sp000411475	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp000411475	102160.0	0.0	0.0	22742.0	0.0	0.0	0.0	8185000.0	6847700.0	0.0	1876500.0	382970.0	7999770.0
Faecalibacterium sp900539885	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp900539885	2.2609903361E9	1.217316174E8	1.127991152E8	5.865256493E7	3.00279285E8	3.894220405E8	3.3726362105000004E7	1.852138477E8	1.746884466E8	5.62511184E7	6.52907615E7	1.866416223E8	2.597635956E8
Faecalibacterium prausnitzii_E	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_E	3820515.0	2.8926181564E9	5.60598007E7	7172574.2	4.7917399E7	9.6162607E7	2.48081853E7	1.6193232E8	1.0669601E8	4.2553768E7	4.21440766E7	8.191449E7	6.7911251E7
Faecalibacterium prausnitzii_D	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_D	395640.0	1.952122077E7	1.27746732E8	5.653038E7	1.252919E7	1.923275E7	4472123.2	3.700091E7	3.184818E7	1.0636405E7	8972338.0	4.725883E7	4.6557032E7
Barnesiella sp002159975	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp002159975	297020.0	4.114089E7	1115241.0	974309.0	7.2543114E8	748760.0	1.87778E7	3842610.0	3165190.0	1282000.0	4649800.0	1.73094E7	2658460.0
Massilistercora timonensis	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Massilistercora	Massilistercora timonensis	248950.0	0.0	3679650.0	5191600.0	685680.0	0.0	279740.0	1.184592E7	1.2988E7	422240.0	4581800.0	6230830.0	6204390.0
Faecalibacterium prausnitzii_G	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_G	5957791.9	2.206311301E9	3.85044921E8	6.1845132E7	1.3600334E8	2.14230049E8	4.7102219E7	2.4610022E8	2.63594056E8	1.34597817E8	1.01321726E8	5.2644597E8	1.947205E8
An172 sp002160515	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	An172	An172 sp002160515	0.0	2044070.0	359600.0	453440.0	1117900.0	1739600.0	82242.0	6100300.0	5777200.0	0.0	0.0	1.25198E7	0.0
Faecalibacterium prausnitzii_I	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_I	7.4573564E7	2.14437421E8	1.517225703E8	1.68193716E7	4.291073E7	7.6375949E7	1.65571158E7	9.971348E7	4.5930993E7	8207006.0	1.5095588E7	8.8797589E7	6.540869E7
Faecalibacterium prausnitzii_H	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_H	1.1638091431E8	2.4810494176399994E9	1.2445177179699998E9	5.220190612950001E8	8.420370319E8	6.30207294E8	1.925557464234E8	1.1049730668E9	6.976490425E8	3.1194553802000004E8	4.3956801229999995E8	1.1425756235E9	1.0728219902E9
Roseburia sp900756925	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp900756925	0.0	6611600.0	0.0	936990.0	0.0	0.0	1868030.0	0.0	220300.0	0.0	0.0	0.0	420410.0
Paramuribaculum sp900759915	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp900759915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pediococcus pentosaceus	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	0.0	2355172.0	555959.1	453775.0	1.928572E7	4978720.0	358182.0	3074160.0	1937082.0	689870.0	1281546.0	4399446.0	1840040.0
Faecalicatena fissicatena	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena fissicatena	0.0	1348112.92	1541608.18	439123.2866	559066.558	1681800.9	63542.0	1.6215222E7	984346.8	3878386.1	4045322.3	7094287.5	6007962.53
Catenibacillus sp900553975	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Catenibacillus	Catenibacillus sp900553975	25994.0	4.56193071E7	277000.0	150520.0	3734600.0	5545800.0	3212660.1	1035511.0	4143900.0	753373.0	1575991.0	162120.0	1.035966E7
HGM12657 sp900760575	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	CAG-272	HGM12657	HGM12657 sp900760575	0.0	519970.0	0.0	72813.0	0.0	3.60382E7	2751295.2	1.080226E7	3821530.0	3899124.0	6532544.0	1.40199E7	1910286.0
Bacillus_A thuringiensis_S	Species	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S	0.0	595600.0	608990.0	171060.0	0.0	707010.0	84948.0	404383.0	2017140.0	301660.0	1198591.0	761604.0	9786880.0
Prevotella corporis	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella corporis	0.0	0.0	0.0	820960.0	2405500.0	8977050.0	78266.93	1275187.0	2055716.0	0.0	15201.0	327991.0	0.0
Lachnospira rogosae_A	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira rogosae_A	1.9484223E7	6.9730123842E8	2.5264274556E8	2.194851368E8	2.327732514E8	1.536742074E8	5.62052227E7	2.89134039E8	1.31495204E8	6.0442276E7	1.67580359E8	2.31538073E8	2.2372771E8
Erysipelatoclostridium sp000752095	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium sp000752095	3.182825598E7	2.3952247191699997E8	4.1501646663E8	2.0553454573999998E8	3.708365874E8	1.113687682E8	9.252224610000001E7	1.888227902E8	1.400219287E8	5.12325281E7	5.9977081910000004E7	3.534501986E8	1.1620926100000001E8
Lachnoanaerobaculum saburreum_A	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum_A	0.0	0.0	2.8826	0.0	291.22	126040.0	24793.0	1627256.7	326275.4	3006.9	405253.1	415479.1	739907.0
Agathobacter sp900546625	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp900546625	2605639.46	1.8602346346E7	7760822.899999999	5661952.600000001	3.249673608E8	1.984984597E8	9026621.04	5.82336615E7	4.97375725E7	2.168833852E7	1.21243503E7	7.1026341E7	2.09947973E7
Extibacter sp001185345	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Extibacter	Extibacter sp001185345	840780.0	209525.9	257918.0	390160.0	2641039.0	708364.0	215960.9	8409420.0	1672185.0	321197.0	423532.0	6421752.0	907360.0
GCA-900066755 sp902363085	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066755	GCA-900066755 sp902363085	124750.0	0.0	758582.0	56894.0	1.613524E7	3025340.0	1198756.0	1.8243418E7	1.6199969E7	1.2317494E7	7103543.0	2.089907E7	2872080.0
CAG-465 sp000433335	Species	Bacteria		Firmicutes_A	Clostridia	TANB77	CAG-465	CAG-465	CAG-465 sp000433335	5442.1	0.0	695.82	404.71	41774.0	87901.0	10833.0	180450.0	138740.0	8222800.0	91780.0	884800.0	0.0
Enterocloster clostridioformis_A	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis_A	6.571331E7	8431480.0	1641000.0	123680.0	5.139251E7	1.386065E7	1222051.8399999999	3631705.0	1.6025073E7	2.33671858E7	9590664.0	3.0513262E7	3681431.0
UBA1417 sp003531055	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1417	UBA1417 sp003531055	853418.8999999999	3.4911072416E7	1928908.7999999998	3995475.2369999997	1.6829104E7	7638105.5	1104578.5	2.4913749E7	1.63262145E7	7257534.0	1.8294944E7	4.4996902E7	1.57298938E7
Blautia_A luti	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A luti	2.0606465561E8	7.311088644268999E9	4.07359943E7	1.7306940933E7	8.836690025E8	1.487553853E8	3.104969484E7	1.747011878E8	2.941997867E8	5.81266938E7	1.4520292079999998E8	2.354461424E8	1.631361056E8
Virgibacillus kapii	Species	Bacteria		Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Virgibacillus	Virgibacillus kapii	5934.3	1911609.33	1717500.0	455274.6	3105228.3	2373404.0	81071.34	3.6889539E7	2.8428321E7	1.9601993E7	1.64781352E7	7.4581448E7	6869757.0
Bariatricus sp900554415	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus sp900554415	199790.0	613190.0	517930.0	682085.0	2905100.0	2471020.0	306269.4	5475300.0	3661500.0	1719460.0	3651620.0	1.147283E7	1595110.0
Staphylococcus capitis	Species	Bacteria		Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis	0.0	1.84133E7	1070100.0	629290.0	687390.0	650350.0	86519.0	835520.0	4821550.0	318150.0	2544500.0	3603750.0	2910250.0
Blautia_A sp900551075	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900551075	754760.0	1.5112624E9	3276789.0	1.377718E7	9.269973E7	5451680.0	5930741.0	8187260.0	1.110666E7	8093060.0	1.140505E7	1.771036E7	4.2687E7
Lactococcus_A piscium_C	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus_A	Lactococcus_A piscium_C	0.0	3088.9	4824.6	3266.1	195130.0	398620.0	656965.0	86445.0	217618.0	649305.0	774078.0	213030.0	64217.0
Succinatimonas hippei	Species	Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinatimonas	Succinatimonas hippei	0.0	0.0	0.0	0.0	0.0	7433700.0	0.0	0.0	5579920.0	725600.0	0.0	1975300.0	0.0
Clostridium_AQ sp900552125	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Clostridium_AQ	Clostridium_AQ sp900552125	29185.0	2608302.0	169675.0	37889.0	1.677473E7	8.1858185E8	1376879.8	2.029847E7	9.154701E7	8330125.0	1.5194271E7	3.3936375E7	1.4817545E7
CAG-312 sp002405555	Species	Bacteria		Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	CAG-312	CAG-312 sp002405555	0.0	126760.0	44688.0	0.0	0.0	28387.0	7729.5	1270900.0	2185916.0	1447487.0	1168730.0	2217300.0	601560.0
Lachnoanaerobaculum sp000296385	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum sp000296385	0.0	2102550.0	2400850.0	114280.0	698550.0	632620.0	194767.0	528530.0	524740.0	0.0	522710.0	0.0	0.0
CAG-495 sp000436375	Species	Bacteria		Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	CAG-495 sp000436375	3491534.4	2.6871402124E9	2.2360552097E8	6.15427044E7	5.2688673E7	3.7348021E7	3.9479249E7	1.09059474E8	9.4348102E7	4.10662744E7	4.61227255E7	1.30610417E8	7.6471067E7
Alistipes_A ihumii	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A ihumii	0.0	22870.0	371190.0	69466.0	209832.0	930410.0	172973.65000000002	1.0560743E7	8140481.0	1.50206214E7	5338450.8	1.1201605E7	5430820.0
Lachnospira eligens_A	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens_A	2036840.0	3.4255375E8	1.52630392E8	2.8976542E7	1.3843642E8	1.0886402E8	2.2276354E7	1.4568612E8	1.3265348E8	6.2477586E7	1.1078626E8	1.6191612E8	6.733628E7
Aeromicrobium massiliense	Species	Bacteria		Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium massiliense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactococcus lactis	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	5719755.81	2.28703727273E8	7.87514757E7	4.782633781E7	7.06168214E7	4.192950572E8	1.793530643E7	1.298761338E8	1.011468615E8	3.793934569E7	6.5588102900000006E7	1.39483675E8	1.48527026E8
Succiniclasticum sp900544275	Species	Bacteria		Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	Succiniclasticum sp900544275	0.0	0.0	0.0	0.0	0.0	0.0	667.21	451450.0	412547.0	14624.0	59694.0	315730.0	529216.0
Staphylococcus schleiferi	Species	Bacteria		Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus schleiferi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-353 sp900066885	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-353	CAG-353 sp900066885	0.0	20003.0	0.0	0.0	339940.0	99389.0	76709.51	1.0259925E7	1381442.0	386631.1	2566967.0	6062281.0	1.6405337E7
Alistipes sp900550375	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900550375	0.0	0.0	123466.0	3.6948493E7	3566150.0	230240.0	818159.0	9694310.0	9326300.0	2274000.0	4134730.0	3632840.0	7992610.0
UBA1390 sp900764045	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	UBA1390	UBA1390	UBA1390 sp900764045	15096.8	1.2600002E8	2.755651E7	0.0	1805361.0	0.0	12700.0	434920.0	8160790.0	75957.0	280820.0	1416060.0	1709194.0
CAG-510 sp900551115	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	CAG-510 sp900551115	0.0	0.0	8990.7	1125575.0	90953.0	0.0	47979.8	77523.0	36790.0	0.0	329990.0	199950.0	5015872.0
Eubacterium_F sp000434115	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000434115	0.0	5.435925E7	5410731.0	3147410.0	3.11992E7	6.6148E7	1880792.0	3292030.0	968490.0	1241300.0	1351100.0	5319010.0	132740.0
Campylobacter_A curvus	Species	Bacteria		Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A curvus	0.0	0.0	364970.0	0.0	0.0	0.0	295440.0	0.0	0.0	221370.0	801570.0	0.0	0.0
Peptacetobacter sp900539645	Species	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptacetobacter	Peptacetobacter sp900539645	0.0	4271266.0600000005	0.0	0.0	1.13664528E7	1.661787628E8	1490170.673	3211090.9	4747203.1	4180919.7	4322666.0	2.9703114E7	5364159.1
Phascolarctobacterium_A sp900552005	Species	Bacteria		Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A sp900552005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fournierella massiliensis	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	Fournierella massiliensis	1.0908E8	4544100.0	742750.0	31561.0	0.0	0.0	720.29	1098590.0	1.1516322E7	244970.0	707055.2	3218976.0	1.8205386E7
Lachnoclostridium_B sp900066555	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B sp900066555	773.04	2315300.0	2262500.0	15475.65	784761.0	1481315.0	283997.0	1851178.0	3783240.0	3878794.0	2103148.0	1327076.0	496690.0
CAG-590 sp900548855	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	CAG-590 sp900548855	0.0	135.55	7204.37	16310.0	3.894709E7	5484783.0	2650733.6	1.018183E7	9209320.0	4704980.0	6424201.0	55801.0	57500.0
Bifidobacterium ruminantium	Species	Bacteria		Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium ruminantium	3035260.0	36.17	1422332.0	212860.0	575735.1	4579489.8	1849257.0	2010611.6	2043413.1	539152.5	4.17035304E7	1.801164812E8	2.006008314E8
Ellagibacter isourolithinifaciens	Species	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Ellagibacter	Ellagibacter isourolithinifaciens	3874578.86	9235967.690000001	9914027.9	7025842.899999999	4.26884076E7	2.425733701E7	3455455.5999999996	6.0300627E7	5.1314885E7	2.2286797E7	4.4411095E7	6.2916709E7	5.10953066E7
Faecalibacterium sp900758465	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp900758465	9365769.6	5.0271988475E7	4.341185971E7	5.604440749999999E7	3.0215457E7	9067456.0	1.68986094E7	3.6769533E7	1.009456176E8	1.30985977E7	2.64546376E7	5.2496215E7	4.68847169E7
HGM12957 sp900760695	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	QAKW01	HGM12957	HGM12957 sp900760695	477620.0	1696180.0	639700.0	132275.0	2755630.0	1218500.0	2263832.1799999997	1.8227012E7	1.9922289E7	7123520.0	4686160.0	1.3683814E7	1.028804E7
Prevotella sp900544825	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900544825	0.0	0.0	0.0	0.0	0.0	1197100.0	69907.4	1000534.0	110190.0	404767.6	285911.0	370010.0	5028704.0
Pauljensenia sp000411415	Species	Bacteria		Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp000411415	830246.0	1.3798389E7	9304410.0	2192300.0	4988060.0	3288760.0	389840.0	1.767773E7	1.438111E7	1196278.0	278560.0	9057661.0	1.3671E7
Coprococcus_A catus	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus	0.0	78977.0	50121.0	134433.6	0.0	593050.0	366290.199	3695960.0	3986361.5	5730176.0	291875.0	5468935.7	297672.3
Ruminococcus_E sp003526955	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E sp003526955	547.07	1.6030589762E8	5.35878772E7	1.6267917E7	2.8753233E7	1187278.2	2.0657775088E7	1.2849626E7	2.390128971E8	6106759.0	1.1930757E8	1.13962374E7	1141164.0
Lachnoclostridium_A edouardi	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_A	Lachnoclostridium_A edouardi	0.0	0.0	624436.0	9456300.0	0.0	0.0	47063.3	28661.0	0.0	0.0	399870.0	0.0	726760.0
Collinsella sp002391315	Species	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002391315	89275.6	5.6801481E7	8387714.0	2282010.0	3.215407E7	6.229192E7	5129787.4	1.874535E7	7.453612E7	5.1284122E7	1.191505E7	1.4220172E8	1.7589482E7
Streptococcus parasanguinis_B	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis_B	4679.9	6.039094E7	3071340.0	193420.0	1.0742541E7	5284520.0	3140275.0	473260.0	9630600.0	4262800.0	5197620.0	5770280.0	8734470.0
Solobacterium moorei	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei	16662.0	2922708.4	87046.0	294860.0	0.0	110750.0	226917.0	6467200.0	782120.0	6397127.0	3714950.0	3531000.0	875469.0
CAG-273 sp900752095	Species	Bacteria		Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp900752095	4280311.48	447844.38	159080.0	0.0	1.39317E7	6.61106221E7	1169818.55	1.9242119E7	1.977943E7	7119540.0	3492726.0	9130798.0	3.015963E7
SFTJ01 sp900769345	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	SFTJ01	SFTJ01 sp900769345	0.0	0.0	0.0	0.0	1.34566E7	0.0	521910.0	0.0	0.0	0.0	0.0	2960800.0	3709200.0
Ruminococcus_E bromii	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E bromii	1224839.6	8552568.409999998	3229380.7	2037938.6	1.9158032E7	1.7277348E7	2538022.2199999993	3.3300415E7	3.518827E7	1.0376459E7	1.6344293E7	4.9048232E7	2.5900129E7
Bacteroides clarus	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	3.079405499E7	6999949.561	3292389.0	589764.0	2215217.0	3242717.0	996718.748	1.66304072E7	9286495.0	2388644.1	5934773.0	2.4553672E7	4.39278289E7
Bacteroides_A sp002161565	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_A	Bacteroides_A sp002161565	3429133.45	1.1006984469740002E8	5.56109998E7	1.6160092399E7	3.047398732E7	1.17937156E7	1.0052436868E7	8.60426908E7	2.55472335E7	1.0639753200000001E7	2.4879859E7	7.8514127E7	6.12051041E7
Streptococcus sp001556435	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp001556435	1.46757956E7	2.72625299E7	9300367.88	2481197.6999999997	4.0135563E7	4.6005525E7	2538516.0	1.3449454E7	1.5009919E7	5961545.0	1.5844805E7	2.437842E7	6093911.0
Sellimonas sp002161525	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas sp002161525	897267.3	3.0471729287E7	2970233.3200000003	684983.6200000001	4.66365035E7	7.47917635E7	6468515.700000001	3.6784181E7	1.86440486E7	5393612.0	1.02948158E7	3.33927136E7	1.59257743E7
Selenomonas_A sp900769615	Species	Bacteria		Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas_A	Selenomonas_A sp900769615	0.0	156467.1	118450.0	155800.0	5571500.0	0.0	0.0	1162300.0	1123900.0	384230.0	268230.0	1067400.0	49291.0
Finegoldia magna_F	Species	Bacteria		Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna_F	0.0	1.08336E7	200130.0	99992.0	0.0	2103900.0	337958.5	3445100.0	3358200.0	3289610.0	0.0	0.0	0.0
Mycoplasmopsis bovis	Species	Bacteria		Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis bovis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_A sp900541345	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900541345	147910.0	52754.0	5228931.0	860559.0	5336400.0	3037490.0	1302442.0	9157360.0	5857110.0	743047.0	3147060.0	1.728229E7	6769810.0
Collinsella sp900546455	Species	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900546455	2834153.0	1.9746471905E7	4806881.64	1.63612505E7	5.3270805E7	6.45071726E7	4756342.907	2.84471278E7	2.34616662E7	9269716.2	2.47525037E7	3.64044224E7	1.66495563E7
Eisenbergiella sp900548905	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella sp900548905	0.0	1924377.4	6.1577794E7	9590910.0	2898690.0	2676940.0	1523798.5	1.573373E7	5410372.0	2402020.0	5389650.0	7168900.0	3497260.0
Frisingicoccus caecimuris	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus caecimuris	0.0	135320.0	0.0	0.0	683990.0	1084780.0	0.0	0.0	179860.0	0.0	572570.0	2234100.0	314400.0
Clostridium_J sp900547625	Species	Bacteria		Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_J	Clostridium_J sp900547625	695789.0	1893500.0	453931.0	3.1998704E7	6.690594E7	1.3205063E7	2275117.3	2.055152E7	1.2649173E7	3.09323235E7	1.3092978E7	2.016181E7	1.068552E7
Agathobacter sp900543445	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp900543445	4640790.1	1.387991294E8	1.898124163E8	1.73965553E7	2.5590508E7	1.1706127E7	1.96987327E7	1.06811052E8	7.87134699E7	2.425835E7	3.28543622E7	1.33584166E8	9.1577276E7
Blautia hominis	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia hominis	0.0	14562.0	590561.4	1095.3	7.315896E7	2900200.0	1020921.066	1.6032833E7	1083974.9	6308013.0	4388326.6	1.5295109E7	1.69972278E7
UMGS124 sp900539345	Species	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	UMGS124	UMGS124	UMGS124 sp900539345	0.0	0.0	0.0	113410.0	0.0	0.0	92412.91	1201481.0	1782370.0	358458.0	842500.0	1340905.0	720736.0
CAG-180 sp004556705	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180	CAG-180 sp004556705	2908.0	2081900.0	7210.48	346947.7	1743988.0	2743250.0	268140.92	9218837.0	8819222.0	2384608.0	3489700.6	6646811.0	5158482.0
CAG-115 sp003516865	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp003516865	0.0	679610.0	61052.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alloscardovia omnicolens	Species	Bacteria		Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Alloscardovia	Alloscardovia omnicolens	714567.0	1866210.0	1455521.4	227432.1	2.302171E8	1.1913822E7	1352054.0	1.916548E7	5801370.0	5610200.0	4749660.0	7997390.0	2.391084E7
UBA7160 sp902363665	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7160	UBA7160 sp902363665	1275129.32	2.634384923E7	7771216.9	2565303.959	2.503066364E8	1.36628395E7	8680452.165000001	2.885904672E8	3.67602977E7	8453181.6	4.696972165E7	3.094066613E8	4.961098E7
