Protein IDs	Majority protein IDs	Peptides	Unique peptides	Score	Intensity	Intensity F01_Fraction1	Intensity F01_Fraction2	Intensity F01_Fraction3	Intensity F01_Fraction4	Intensity F02_FractionCyto	Intensity F02_FractionEnv	Intensity F04	Intensity F05	Intensity F06	Intensity F07_Fraction1	Intensity F07_Fraction2	Intensity F07_Fraction3	Intensity F07_Fraction4	Only identified by site	Reverse	Potential contaminant	id
MGYG000000193_01483	MGYG000000193_01483	1	1	0.49	5.5975E6	0E0	6.8265E5	4.8246E5	0E0	0E0	0E0	1.5391E5	9.6467E5	8.4128E5	3.5328E5	3.8385E5	9.2791E5	8.0749E5				17574
MGYG000002052_00358	MGYG000002052_00358	5	3	0.49	1.7741E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	5.3339E5	6.6016E5	0E0	4.4104E5	0E0	1.3954E5				17575
MGYG000000031_02456	MGYG000000031_02456	1	1	0.49	3.1325E6	0E0	0E0	1.1421E5	0E0	8.7351E5	1.32E5	0E0	8.3808E5	2.6353E5	1.1253E5	3.2553E5	0E0	4.7311E5				17576
MGYG000000157_02125	MGYG000000157_02125	3	1	0.49	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17577
MGYG000000212_02620	MGYG000000212_02620	3	2	0.49	3.1458E6	0E0	0E0	3.1164E4	0E0	2.2584E5	6.1819E4	2.1228E4	4.687E5	1.4324E6	0E0	1.359E5	5.0176E5	2.6701E5				17578
MGYG000001725_02492	MGYG000001725_02492	2	1	0.49	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17579
MGYG000000427_00926	MGYG000000427_00926	1	1	0.49	7.2611E6	0E0	0E0	0E0	0E0	0E0	5.6658E6	1.3625E5	0E0	1.4591E6	0E0	0E0	0E0	0E0				17580
MGYG000000193_03597	MGYG000000193_03597	4	2	0.49	5.046E6	0E0	1.4548E5	7.3555E4	0E0	1.3267E6	3.2158E5	0E0	0E0	5.3703E5	3.3415E5	2.1073E6	0E0	2.0018E5				17581
MGYG000001631_02345	MGYG000001631_02345	2	1	0.49	1.3909E7	0E0	0E0	0E0	0E0	9.8231E6	0E0	8.1574E5	0E0	0E0	0E0	0E0	0E0	3.2698E6				17582
MGYG000001187_00023	MGYG000001187_00023	1	1	0.49	2.7719E6	7.4303E4	0E0	6.6581E5	4.5783E4	1.1508E6	3.7244E5	0E0	0E0	1.2837E5	0E0	0E0	0E0	3.343E5				17583
MGYG000000031_01244	MGYG000000031_01244	1	1	0.49	3.2046E6	0E0	0E0	0E0	6.5341E5	1.5132E6	0E0	0E0	1.038E6	0E0	0E0	0E0	0E0	0E0				17584
MGYG000004789_01612	MGYG000004789_01612	1	1	0.49	3.9168E6	0E0	0E0	0E0	0E0	8.1601E5	1.1907E6	3.0313E4	0E0	0E0	0E0	0E0	1.8798E6	0E0				17585
MGYG000001314_02320	MGYG000001314_02320	2	2	0.49	2.2331E7	0E0	0E0	0E0	0E0	0E0	0E0	0E0	4.2898E6	3.6994E6	5.413E5	1.6716E6	3.6994E6	8.4298E6				17586
sp|Q8TD31|CCHCR_HUMAN	sp|Q8TD31|CCHCR_HUMAN	4	2	0.49	3.3484E5	8.6593E2	0E0	0E0	0E0	5.2678E3	0E0	1.0844E2	1.3488E5	1.1625E5	7.3412E3	2.0331E4	3.0188E4	1.9606E4				17587
MGYG000000033_00429	MGYG000000033_00429	1	1	0.49	5.1168E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.1087E4	0E0	0E0	0E0	5.006E5				17588
MGYG000003753_01251	MGYG000003753_01251	1	1	0.49	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17589
MGYG000000190_00528	MGYG000000190_00528	1	1	0.49	7.4975E6	5.5544E4	0E0	1.3513E3	1.9698E3	1.0929E6	5.0044E6	0E0	0E0	0E0	0E0	0E0	1.3413E6	0E0				17590
MGYG000001601_01253	MGYG000001601_01253	1	1	0.49	4.2999E6	0E0	0E0	0E0	2.0118E2	3.764E3	2.0245E4	0E0	0E0	0E0	0E0	0E0	0E0	4.2757E6				17591
MGYG000002736_00540	MGYG000002736_00540	4	3	0.48	1.3605E5	0E0	0E0	6.3007E2	0E0	0E0	0E0	0E0	1.637E4	1.2383E4	2.7197E3	1.252E4	7.9181E4	1.2248E4				17592
MGYG000001423_01756	MGYG000001423_01756	1	1	0.48	2.5938E6	0E0	0E0	0E0	0E0	1.8278E6	0E0	7.5067E4	0E0	0E0	0E0	6.9098E5	0E0	0E0				17593
MGYG000002212_01713	MGYG000002212_01713	4	1	0.48	2.6931E5	0E0	0E0	0E0	0E0	0E0	0E0	1.3292E4	0E0	9.4889E4	0E0	0E0	1.6113E5	0E0				17594
MGYG000000031_02863	MGYG000000031_02863	2	1	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17595
MGYG000002475_00239	MGYG000002475_00239	1	1	0.48	2.9925E6	0E0	3.7709E4	0E0	3.904E3	2.7191E5	2.3116E6	2.6145E5	0E0	0E0	0E0	0E0	1.0596E5	0E0				17596
MGYG000001651_01212	MGYG000001651_01212	2	1	0.48	5.9054E6	0E0	2.4726E6	0E0	0E0	1.79E6	1.4239E6	0E0	0E0	2.1902E5	0E0	0E0	0E0	0E0				17597
MGYG000000123_00370	MGYG000000123_00370	2	2	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17598
sp|P08697|A2AP_HUMAN	sp|P08697|A2AP_HUMAN	1	1	0.48	3.3813E6	0E0	0E0	0E0	0E0	1.151E6	0E0	1.5333E5	0E0	1.2668E6	0E0	0E0	0E0	8.1015E5				17599
MGYG000000196_04399	MGYG000000196_04399	1	1	0.48	2.9974E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	2.9974E5	0E0	0E0	0E0	0E0				17600
MGYG000000028_00637	MGYG000000028_00637	1	1	0.48	4.4042E6	0E0	1.4207E6	9.714E5	6.3908E5	1.0554E6	3.1765E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17601
MGYG000003192_03062	MGYG000003192_03062	4	1	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17602
MGYG000000028_00855	MGYG000000028_00855	1	1	0.48	3.8952E6	0E0	0E0	0E0	0E0	2.1112E6	1.3455E6	4.3851E5	0E0	0E0	0E0	0E0	0E0	0E0				17603
MGYG000000484_02238	MGYG000000484_02238	1	1	0.48	6.1767E5	0E0	0E0	1.8398E4	0E0	0E0	1.1071E5	0E0	0E0	2.3975E5	0E0	2.4881E5	0E0	0E0				17604
MGYG000000262_00191	MGYG000000262_00191	1	1	0.48	7.0609E5	0E0	0E0	9.664E4	3.8048E4	0E0	5.714E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17605
MGYG000003937_00550	MGYG000003937_00550	1	1	0.48	2.1787E6	0E0	0E0	0E0	0E0	0E0	3.0377E5	0E0	4.7621E5	0E0	0E0	2.2762E5	1.1711E6	0E0				17606
MGYG000000304_01178	MGYG000000304_01178	1	1	0.48	8.8939E9	0E0	0E0	0E0	0E0	0E0	8.4647E9	8.417E7	1.0901E8	8.7686E7	3.2071E7	6.4802E7	0E0	5.14E7				17607
MGYG000003450_00495	MGYG000003450_00495	2	1	0.48	1.3442E7	0E0	0E0	0E0	0E0	3.6374E6	8.8004E6	1.3385E5	0E0	0E0	0E0	0E0	8.7003E5	0E0				17608
MGYG000004747_00791	MGYG000004747_00791	1	1	0.48	4.2231E7	0E0	0E0	0E0	0E0	3.9493E7	2.7375E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17609
MGYG000001338_00030	MGYG000001338_00030	1	1	0.48	1.6859E7	1.1401E7	0E0	0E0	0E0	0E0	5.1277E6	0E0	0E0	0E0	3.2983E5	0E0	0E0	0E0				17610
MGYG000001627_00968	MGYG000001627_00968	1	1	0.48	6.8225E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	2.5144E6	0E0	1.2924E6	1.0782E6	0E0	1.9375E6				17611
MGYG000000157_01422	MGYG000000157_01422	4	1	0.48	3.635E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.2759E6	0E0	7.0418E5	1.1308E6	5.2415E5	0E0				17612
MGYG000001423_03226	MGYG000001423_03226	1	1	0.48	7.1555E6	0E0	0E0	0E0	0E0	2.3886E6	3.754E6	8.4727E5	0E0	1.6563E5	0E0	0E0	0E0	0E0				17613
MGYG000000251_02502	MGYG000000251_02502	1	1	0.48	6.7378E5	0E0	0E0	0E0	0E0	0E0	4.019E5	0E0	0E0	0E0	0E0	0E0	2.7188E5	0E0				17614
MGYG000000258_00254	MGYG000000258_00254	1	1	0.48	6.2724E5	0E0	2.9056E4	0E0	0E0	1.5495E5	2.8302E5	1.2774E4	1.4744E5	0E0	0E0	0E0	0E0	0E0				17615
MGYG000000312_02431	MGYG000000312_02431	1	1	0.48	5.0759E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	7.1454E5	1.0068E6	1.7308E5	0E0	2.5073E6	6.7415E5				17616
MGYG000000967_00085	MGYG000000967_00085	1	1	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17617
MGYG000000423_01283	MGYG000000423_01283	2	2	0.48	3.4268E5	0E0	4.9282E3	0E0	2.5268E3	0E0	0E0	0E0	8.4649E4	9.1763E4	3.4253E4	6.0347E4	0E0	6.421E4				17618
MGYG000000031_00469	MGYG000000031_00469	2	1	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17619
MGYG000000200_02530	MGYG000000200_02530	1	1	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17620
MGYG000002051_01318	MGYG000002051_01318	1	1	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17621
MGYG000000130_01058	MGYG000000130_01058	3	1	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17622
MGYG000001428_01587	MGYG000001428_01587	3	2	0.48	4.9132E6	0E0	0E0	0E0	0E0	4.4786E5	5.0435E5	0E0	3.4566E6	5.0435E5	0E0	0E0	0E0	0E0				17623
sp|Q9H8W5|TRI45_HUMAN	sp|Q9H8W5|TRI45_HUMAN	1	1	0.48	1.0374E7	0E0	0E0	0E0	0E0	1.1687E6	6.5058E4	0E0	8.5745E5	7.9977E5	1.8296E5	6.148E5	4.083E6	2.6019E6				17624
MGYG000000251_02915	MGYG000000251_02915	2	1	0.48	4.2661E7	0E0	8.0164E5	6.2372E4	0E0	7.7792E5	0E0	6.3216E4	0E0	0E0	0E0	0E0	4.0956E7	0E0				17625
MGYG000000002_00171	MGYG000000002_00171	1	1	0.48	1.0768E7	0E0	0E0	0E0	0E0	5.2478E6	2.9102E6	0E0	0E0	6.9011E5	0E0	6.8007E5	4.0954E5	8.2986E5				17626
MGYG000001675_00762	MGYG000001675_00762	1	1	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17627
MGYG000001380_02716	MGYG000001380_02716	2	2	0.48	8.9188E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.2888E6	1.3369E6	3.429E5	1.7326E6	3.9843E6	2.3327E5				17628
MGYG000000193_02487	MGYG000000193_02487	3	1	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17629
MGYG000000160_00101	MGYG000000160_00101	1	1	0.48	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17630
MGYG000002334_00423	MGYG000002334_00423	1	1	0.48	1.2463E7	0E0	0E0	0E0	0E0	1.4256E6	6.2918E6	0E0	1.689E6	0E0	3.262E5	1.3561E6	4.3343E5	9.4063E5				17631
MGYG000000301_00664	MGYG000000301_00664	2	2	0.48	1.5195E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	7.9113E3	0E0	3.8446E4	1.0559E5				17632
MGYG000000258_00402	MGYG000000258_00402	5	1	0.48	3.0137E6	0E0	0E0	0E0	0E0	0E0	1.3689E6	1.1761E5	5.3453E5	5.7706E5	4.1558E5	0E0	0E0	0E0				17633
MGYG000004519_01400	MGYG000004519_01400	1	1	0.48	1.0918E7	0E0	0E0	0E0	0E0	2.5302E6	3.5369E6	0E0	1.7464E6	1.1113E6	6.1573E5	0E0	0E0	1.3777E6				17634
MGYG000002557_00029	MGYG000002557_00029	1	1	0.48	4.0983E6	0E0	0E0	0E0	0E0	7.2839E5	3.1367E5	2.2062E6	0E0	8.4997E5	0E0	0E0	0E0	0E0				17635
MGYG000000450_01700	MGYG000000450_01700	1	1	0.48	6.463E4	0E0	2.6516E2	0E0	0E0	0E0	4.318E4	1.8104E3	1.0913E4	8.4611E3	0E0	0E0	0E0	0E0				17636
MGYG000001655_00354	MGYG000001655_00354	2	2	0.48	1.6293E7	0E0	0E0	0E0	0E0	0E0	0E0	0E0	6.7385E6	7.7884E5	1.0353E6	8.0518E5	4.966E6	1.9692E6				17637
MGYG000004345_01745	MGYG000004345_01745	2	1	0.48	1.4698E6	0E0	0E0	0E0	0E0	0E0	0E0	7.4105E5	0E0	0E0	0E0	0E0	0E0	7.287E5				17638
sp|Q9BZC7|ABCA2_HUMAN	sp|Q9BZC7|ABCA2_HUMAN	7	2	0.48	1.0485E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	3.2011E5	4.1241E5	3.1601E5	0E0	0E0	0E0				17639
MGYG000000311_00788	MGYG000000311_00788	1	1	0.48	1.3973E5	1.8189E2	0E0	0E0	0E0	7.348E4	0E0	0E0	2.4521E4	1.7018E4	8.6255E3	1.5908E4	0E0	0E0				17640
MGYG000000226_00579	MGYG000000226_00579	1	1	0.48	3.9143E5	0E0	0E0	0E0	0E0	0E0	3.9143E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17641
MGYG000000193_03340	MGYG000000193_03340	2	1	0.47	1.0301E6	0E0	0E0	0E0	0E0	0E0	0E0	4.4367E4	0E0	0E0	0E0	0E0	9.8573E5	0E0				17642
MGYG000000031_02050	MGYG000000031_02050	1	1	0.47	1.63E6	0E0	6.929E4	1.9243E4	2.6574E4	5.3554E5	4.8626E5	0E0	0E0	2.5846E5	0E0	0E0	2.3462E5	0E0				17643
MGYG000002513_02600	MGYG000002513_02600	1	1	0.47	3.2352E6	0E0	1.7033E5	7.8885E4	0E0	0E0	1.9163E6	0E0	5.2867E5	0E0	0E0	0E0	0E0	5.4107E5				17644
MGYG000000687_00086	MGYG000000687_00086	1	1	0.47	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17645
MGYG000001443_02068	MGYG000001443_02068	1	1	0.47	1.1336E5	0E0	0E0	8.2122E3	0E0	0E0	0E0	1.0514E5	0E0	0E0	0E0	0E0	0E0	0E0				17646
MGYG000000251_02832	MGYG000000251_02832	1	1	0.47	2.0824E6	0E0	0E0	0E0	0E0	1.4951E6	0E0	1.0809E5	4.7919E5	0E0	0E0	0E0	0E0	0E0				17647
MGYG000003291_00718	MGYG000003291_00718	2	1	0.47	9.4766E5	0E0	0E0	0E0	0E0	0E0	0E0	2.316E4	1.7756E5	0E0	2.256E4	1.1529E5	4.8556E5	1.2353E5				17648
MGYG000000050_02156	MGYG000000050_02156	1	1	0.47	9.8038E5	0E0	0E0	0E0	0E0	3.6197E5	0E0	0E0	0E0	0E0	1.3546E5	0E0	4.8296E5	0E0				17649
MGYG000000031_00077	MGYG000000031_00077	2	2	0.47	6.7345E6	0E0	1.5144E6	0E0	0E0	3.6981E6	1.522E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17650
MGYG000001623_03386	MGYG000001623_03386	2	1	0.47	1.6188E6	8.4821E4	0E0	0E0	0E0	1.534E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17651
MGYG000002290_00304	MGYG000002290_00304	1	1	0.47	8.0683E6	0E0	1.0214E6	0E0	0E0	0E0	5.987E6	0E0	0E0	1.0599E6	0E0	0E0	0E0	0E0				17652
MGYG000004747_00745	MGYG000004747_00745	1	1	0.47	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17653
MGYG000001789_00715	MGYG000001789_00715	1	1	0.47	1.2592E7	0E0	5.3398E5	3.162E5	0E0	1.7851E6	5.4117E5	4.1319E4	3.559E6	1.677E6	4.2006E5	0E0	2.9162E6	8.018E5				17654
MGYG000001897_00116	MGYG000001897_00116	3	1	0.47	5.7451E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	5.7451E5	0E0				17655
MGYG000000258_01945	MGYG000000258_01945	2	1	0.47	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17656
MGYG000000258_00334	MGYG000000258_00334	1	1	0.47	7.2425E6	0E0	0E0	0E0	0E0	4.3373E6	0E0	2.1947E5	1.3964E6	1.1855E6	0E0	0E0	0E0	1.0379E5				17657
MGYG000000466_00297	MGYG000000466_00297	2	1	0.47	8.2951E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	3.6149E5	4.6802E5	0E0	0E0	0E0	0E0				17658
MGYG000002768_01171	MGYG000002768_01171	1	1	0.47	3.9947E5	0E0	0E0	0E0	0E0	0E0	0E0	3.5829E3	0E0	1.3033E5	1.258E4	0E0	0E0	2.5297E5				17659
MGYG000000165_03043	MGYG000000165_03043	1	1	0.47	1.3504E7	0E0	0E0	0E0	0E0	4.1214E6	3.7068E6	1.0699E5	1.1164E6	5.421E5	7.7279E5	0E0	0E0	3.1377E6				17660
MGYG000000137_01416	MGYG000000137_01416	2	1	0.47	7.5746E5	0E0	0E0	0E0	0E0	7.5746E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17661
MGYG000002528_02140	MGYG000002528_02140	1	1	0.47	1.1678E6	0E0	0E0	0E0	0E0	2.5397E5	3.8967E5	5.1809E4	0E0	4.7232E5	0E0	0E0	0E0	0E0				17662
MGYG000001651_01864	MGYG000001651_01864	1	1	0.47	2.6704E6	0E0	0E0	0E0	0E0	1.0877E5	1.2234E6	3.122E3	1.3733E5	3.2457E5	3.3199E5	7.0047E4	4.712E5	0E0				17663
MGYG000002513_00755	MGYG000002513_00755	1	1	0.47	1.8342E7	0E0	0E0	0E0	0E0	3.8981E6	4.2012E6	6.2669E4	2.29E6	0E0	9.866E5	1.8914E6	5.0122E6	0E0				17664
MGYG000000002_01211	MGYG000000002_01211	2	2	0.47	3.069E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.5345E6	0E0	1.5345E6	0E0	0E0				17665
MGYG000000316_00955	MGYG000000316_00955	1	1	0.47	6.2118E5	2.5656E4	0E0	1.5897E5	0E0	3.4226E5	0E0	2.3327E4	0E0	7.0967E4	0E0	0E0	0E0	0E0				17666
MGYG000000430_00038	MGYG000000430_00038	1	1	0.47	5.8911E5	6.2937E4	0E0	0E0	0E0	5.2617E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17667
MGYG000004789_01532	MGYG000004789_01532	4	1	0.47	8.706E5	6.1316E3	0E0	0E0	0E0	4.5046E5	0E0	0E0	4.5213E4	2.2287E4	4.1172E4	0E0	2.2201E5	8.3331E4				17668
sp|Q13643|FHL3_HUMAN	sp|Q13643|FHL3_HUMAN	1	1	0.47	1.3186E6	0E0	0E0	0E0	0E0	0E0	1.3186E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17669
MGYG000001725_00130	MGYG000001725_00130	1	1	0.47	2.6751E7	0E0	0E0	0E0	0E0	0E0	2.6536E7	2.1548E5	0E0	0E0	0E0	0E0	0E0	0E0				17670
MGYG000000206_02727	MGYG000000206_02727	1	1	0.47	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17671
MGYG000000031_00817	MGYG000000031_00817	2	1	0.47	1E6	0E0	0E0	0E0	0E0	1E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17672
MGYG000002829_03639	MGYG000002829_03639	1	1	0.47	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17673
MGYG000004041_00569	MGYG000004041_00569	1	1	0.47	1.5627E6	0E0	1.0078E5	0E0	0E0	0E0	0E0	6.2633E4	0E0	0E0	0E0	0E0	0E0	1.3993E6				17674
sp|O43520|AT8B1_HUMAN	sp|O43520|AT8B1_HUMAN	2	2	0.47	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17675
MGYG000000301_01555	MGYG000000301_01555	1	1	0.47	3.0551E6	0E0	0E0	0E0	0E0	0E0	1.1272E5	4.8484E4	1.3749E6	0E0	0E0	5.1714E5	0E0	1.0018E6				17676
MGYG000000484_00972	MGYG000000484_00972	1	1	0.47	3.0459E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	3.0459E6	0E0				17677
MGYG000000193_00262	MGYG000000193_00262	1	1	0.47	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17678
MGYG000003695_02609	MGYG000003695_02609	1	1	0.47	3.2427E6	0E0	5.1591E4	0E0	0E0	0E0	3.1245E6	6.6678E4	0E0	0E0	0E0	0E0	0E0	0E0				17679
MGYG000001683_00957	MGYG000001683_00957	1	1	0.47	1.4379E7	0E0	0E0	0E0	0E0	7.9346E5	1.2839E7	0E0	0E0	0E0	0E0	0E0	0E0	7.4631E5				17680
MGYG000000251_01032	MGYG000000251_01032	1	1	0.47	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17681
MGYG000000038_02865	MGYG000000038_02865	2	1	0.47	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17682
MGYG000000262_02104	MGYG000000262_02104	4	1	0.47	4.3953E6	0E0	0E0	0E0	0E0	1.5146E6	0E0	0E0	6.4206E5	5.8463E5	8.9088E4	1.3433E5	1.4306E6	0E0				17683
MGYG000002787_00358	MGYG000002787_00358	1	1	0.47	9.7593E6	0E0	0E0	0E0	0E0	1.757E6	5.8448E5	0E0	1.1561E6	0E0	0E0	2.7798E6	2.6583E6	8.2356E5				17684
MGYG000000989_02481	MGYG000000989_02481	3	1	0.47	1.3995E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.3995E6	0E0	0E0	0E0	0E0				17685
MGYG000004879_01093	MGYG000004879_01093	1	1	0.47	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17686
MGYG000002492_00635	MGYG000002492_00635	4	1	0.47	3.8767E5	0E0	0E0	0E0	7.4237E3	0E0	0E0	8.7241E3	8.0877E4	9.3309E4	3.9938E4	6.034E4	9.7062E4	0E0				17687
MGYG000002789_01206	MGYG000002789_01206	1	1	0.47	3.758E5	0E0	0E0	0E0	0E0	0E0	5.672E4	0E0	0E0	1.5091E5	0E0	1.6816E5	0E0	0E0				17688
MGYG000001652_00746	MGYG000001652_00746	4	2	0.47	3.1498E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	3.1498E6	0E0	0E0	0E0	0E0	0E0				17689
MGYG000000185_01598	MGYG000000185_01598	3	1	0.47	9.348E4	0E0	0E0	0E0	0E0	0E0	0E0	5.754E2	2.1541E4	2.3026E4	5.1487E3	6.1139E3	2.2012E4	1.5063E4				17690
MGYG000001007_00735	MGYG000001007_00735	4	1	0.47	8.6035E5	4.4054E4	0E0	0E0	0E0	0E0	0E0	0E0	2.8213E5	9.2189E4	0E0	1.8835E5	2.5363E5	0E0				17691
MGYG000002563_01298	MGYG000002563_01298	3	1	0.47	2.2283E5	0E0	0E0	0E0	0E0	0E0	0E0	2.2283E5	0E0	0E0	0E0	0E0	0E0	0E0				17692
MGYG000000105_02675	MGYG000000105_02675	2	1	0.47	1.9119E7	0E0	0E0	2.1463E6	5.9948E4	1.0765E6	0E0	4.1831E5	2.8365E6	2.0525E6	0E0	5.0854E5	3.4613E6	6.5594E6				17693
MGYG000001424_01192	MGYG000001424_01192	5	1	0.47	4.1177E6	0E0	0E0	2.5668E5	0E0	0E0	0E0	3.2319E4	6.4332E5	3.7627E5	2.8012E5	2.8697E5	1.5916E6	6.5038E5				17694
MGYG000003425_02303	MGYG000003425_02303	1	1	0.47	2.1979E6	0E0	0E0	0E0	0E0	4.0669E5	0E0	0E0	0E0	1.7912E6	0E0	0E0	0E0	0E0				17695
MGYG000003425_04323	MGYG000003425_04323	2	1	0.47	1.2044E6	0E0	0E0	0E0	0E0	0E0	1.2044E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17696
MGYG000001187_00558	MGYG000001187_00558	1	1	0.47	1.8062E6	0E0	0E0	0E0	0E0	1.168E6	6.3824E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17697
MGYG000002780_00083	MGYG000002780_00083	1	1	0.46	2.8874E7	0E0	0E0	0E0	0E0	0E0	2.5768E7	0E0	0E0	0E0	0E0	3.1062E6	0E0	0E0				17698
MGYG000004558_01942	MGYG000004558_01942	1	1	0.46	1.5098E7	0E0	0E0	0E0	0E0	0E0	0E0	0E0	2.0831E6	1.674E6	1.3512E6	9.3199E5	3.9529E6	5.1042E6				17699
MGYG000001714_00047	MGYG000001714_00047	4	1	0.46	1.3002E5	0E0	0E0	0E0	0E0	0E0	0E0	2.1559E3	0E0	6.0945E3	0E0	2.2157E4	9.9618E4	0E0				17700
MGYG000002814_00735	MGYG000002814_00735	3	1	0.46	2.0017E5	0E0	0E0	0E0	0E0	0E0	0E0	1.0497E3	0E0	0E0	1.8691E4	2.4839E4	1.1466E5	4.0936E4				17701
MGYG000001428_00049	MGYG000001428_00049	1	1	0.46	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17702
MGYG000000258_00403	MGYG000000258_00403	1	1	0.46	2.6051E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	3.9487E5	5.132E5	8.3941E4	3.3127E5	1.0191E6	2.6275E5				17703
MGYG000001617_00703	MGYG000001617_00703	1	1	0.46	6.345E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	6.345E6				17704
MGYG000000191_01815	MGYG000000191_01815	1	1	0.46	3.6499E7	0E0	0E0	0E0	0E0	3.6807E6	1.5181E7	0E0	1.5683E6	1.2891E7	6.1411E5	6.1187E5	1.952E6	0E0				17705
MGYG000004748_01732	MGYG000004748_01732	1	1	0.46	9.8047E6	0E0	0E0	0E0	3.2011E6	1.2702E6	0E0	7.1179E4	0E0	0E0	0E0	0E0	5.2622E6	0E0				17706
MGYG000000039_01157	MGYG000000039_01157	3	1	0.46	8.3449E4	0E0	0E0	0E0	0E0	0E0	0E0	5.7196E2	1.5933E4	2.562E4	2.3797E3	0E0	2.6858E4	1.2087E4				17707
